| Algorithm   | prob      | n     | t                      | n_it   | f_opt                   | g_norm                 | fevals   | gevals   | nfails   | nnegeig   | cosmax   |
|-------------+-----------+-------+------------------------+--------+-------------------------+------------------------+----------+----------+----------+-----------+----------|
| QPS         | ARWHEAD   | 5000  | 0.016721248626708984   | 7      | 0.00012410005983798378  | 0.0007719135626205187  | 40       | 9        | 2        | --        | --       |
| QPS-Newton  | ARWHEAD   | 5000  | 0.009927511215209961   | 6      | 0.0                     | 5.132572061716377e-06  | 29       | 7        | 0        | 0         | ----     |
| scipy_lbfgs | ARWHEAD   | 5000  | 0.019953012466430664   | 12     | 6.459095702737727e-09   | 0.0007540852963052447  | 14       | 14       | nan      | nan       | nan      |
| --          | --        | --    | --                     | --     | --                      | --                     | --       | --       | --       | --        | --       |
| QPS         | BDQRTIC   | 100   | 0.015433549880981445   | 100    | 378.76919188099464      | 0.0008767907599012589  | 403      | 102      | 2        | --        | --       |
| QPS-Newton  | BDQRTIC   | 100   | 0.026189327239990234   | 114    | 378.76919182741966      | 0.000885557020204241   | 572      | 115      | 1        | 0         | ----     |
| scipy_lbfgs | BDQRTIC   | 100   | 0.0036253929138183594  | 37     | 378.7691918359752       | 0.0008471415135242466  | 41       | 41       | nan      | nan       | nan      |
| --          | --        | --    | --                     | --     | --                      | --                     | --       | --       | --       | --        | --       |
| QPS         | BROYDN7D  | 5000  | 11.768784284591675     | 5000   | 1026.0218840951609      | 1.5089818770975298     | 18500    | 5002     | 236      | --        | --       |
| QPS-Newton  | BROYDN7D  | 5000  | 4.216985464096069      | 1402   | 2016.7275538693332      | 0.0006963810795044267  | 7011     | 1403     | 0        | 0         | ----     |
| scipy_lbfgs | BROYDN7D  | 5000  | 3.334608793258667      | 1634   | 1988.601037401036       | 0.0007008963137673518  | 1675     | 1675     | nan      | nan       | nan      |
| --          | --        | --    | --                     | --     | --                      | --                     | --       | --       | --       | --        | --       |
| QPS         | BRYBND    | 5000  | 0.06468796730041504    | 41     | 2.5475465086031914e-07  | 0.0006699904388068587  | 162      | 43       | 2        | --        | --       |
| QPS-Newton  | BRYBND    | 5000  | 0.1224069595336914     | 65     | 2.600647652915587e-08   | 0.000947232063268283   | 324      | 66       | 0        | 0         | ----     |
| scipy_lbfgs | BRYBND    | 5000  | 0.03669595718383789    | 22     | 6.832638193845875e-07   | 0.0009881969267761873  | 25       | 25       | nan      | nan       | nan      |
| --          | --        | --    | --                     | --     | --                      | --                     | --       | --       | --       | --        | --       |
| QPS         | CHAINWOO  | 4000  | 0.3366432189941406     | 285    | 1.0000001230564226      | 0.0009939361762129981  | 1100     | 287      | 9        | --        | --       |
| QPS-Newton  | CHAINWOO  | 4000  | 0.27773284912109375    | 188    | 4.572767311816292       | 0.0009061008176491844  | 956      | 189      | 0        | 0         | ----     |
| scipy_lbfgs | CHAINWOO  | 4000  | 5.404727220535278      | 5000   | 10334.27956342311       | 13.257870554912        | 5398     | 5398     | nan      | nan       | nan      |
| --          | --        | --    | --                     | --     | --                      | --                     | --       | --       | --       | --        | --       |
