| GMM1        | ARGLINA | 1000 | 0.0116565  |      2 |     100 | 8.19096e-10 |        4 |        5 |
| GMM3        | ARGLINA | 1000 | 0.00477815 |      2 |     100 | 1.02327e-13 |        4 |        3 |
| GMM2        | ARGLINA | 1000 | 0.00560594 |      2 |     100 | 8.74627e-11 |        6 |        3 |
| scipy_lbfgs | ARGLINA | 1000 | 0.00817394 |      2 |     100 | 3.36529e-13 |        5 |        5 |
| scipy_cg    | ARGLINA | 1000 | 0.00814795 |      1 |     100 | 4.66362e-13 |        5 |        5 |
| Hager | ARGLINA    | 1000       | 0.011119    | 1          | 1.0000000e+02    | 3.2951419e-13    | 0          | 2          |
| Hager (no hess) | ARGLINA    | 1000       | 0.006260    | 1          | 1.0000000e+02    | 3.2951419e-13    | 0          | 2          |
| --          | --      | --   | --         | --     | --      | --          | --       | --       |
| GMM1        | ARGLINB | 1000 |  96.2789    |   5000 | 274.625 |    6.53436   |   197186 |    14716 |
| GMM3        | ARGLINB | 1000 | 150.293     |   5000 | 274.625 |    0.0838089 |   361024 |     5001 |
| GMM2        | ARGLINB | 1000 | 144.83      |   5000 | 274.625 | 9327.24      |   347613 |     5001 |
| scipy_lbfgs | ARGLINB | 1000 |   0.0869873 |      5 | 274.625 |  770.651     |       55 |       55 |
| scipy_cg    | ARGLINB | 1000 |   0.0177178 |      2 | 274.625 |  106.221     |       20 |        8 |
| Hager | ARGLINB    | 1000       | 78.597132   | 3013       | 2.7462517e+02    | 2.6705127e-02    | 22104      | 25346      |
| Hager (no hess) | ARGLINB    | 1000       | 76.430231   | 3013       | 2.7462517e+02    | 2.6705127e-02    | 22104      | 25346      |
| --          | --      | --   | --         | --     | --      | --          | --       | --       |
| GMM1        | ARGLINC | 1000 |  97.3653    |   5000 | 276.125       |    2.81772     |   214312 |    10035 |
| GMM3        | ARGLINC | 1000 | 129.034     |   5000 | 276.125       |   70.0296      |   307474 |     5001 |
| GMM2        | ARGLINC | 1000 | 113.062     |   5000 | 276.125       | 2478.52        |   268046 |     5001 |
| scipy_lbfgs | ARGLINC | 1000 |   0.0377264 |      4 | 276.125       |  113.064       |       24 |       24 |
| scipy_cg    | ARGLINC | 1000 |   0.0120835 |      1 |   5.59715e+18 |    9.93615e+16 |        9 |        7 |
| Hager | ARGLINC    | 1000       | 0.875363    | 25         | 2.7612517e+02    | 3.4048224e-03    | 267        | 266        |
| Hager (no hess) | ARGLINC    | 1000       | 0.831980    | 25         | 2.7612517e+02    | 3.4048224e-03    | 267        | 266        |
| --          | --      | --   | --         | --     | --      | --          | --       | --       |
| GMM1        | ARGTRIGLS | 1000 | 31.3113 |   2245 | 4.35645e-14 | 9.87299e-07 |     2255 |     6734 |
| GMM3        | ARGTRIGLS | 1000 | 15.3034 |   3095 | 2.32882e-14 | 8.23775e-07 |     3111 |     3096 |
