| GMM1        | ARGLINA | 1000 | 0.03763985633850098  | 2  | 99.99999957090597 | 2.7741984057194635e-12 | 4  | 5  |
| GMM3        | ARGLINA | 1000 | 0.016171693801879883 | 2  | 99.9999995709048  | 8.030295178818037e-14  | 4  | 3  |
| GMM2        | ARGLINA | 1000 | 0.01875615119934082  | 2  | 99.99999957090574 | 6.890036804985122e-11  | 6  | 3  |
| scipy_lbfgs | ARGLINA | 1000 | 0.026082754135131836 | 2  | 99.99999957090671 | 3.38674401023642e-13   | 5  | 5  |
| scipy_cg    | ARGLINA | 1000 | 0.026096582412719727 | 1  | 99.9999995709107  | 4.671324091432005e-13  | 5  | 5  |
| Hager       | ARGLINA | 1000 | 0.015172243118286133 | 1  | 99.99999957090384 | 1.3518141467327993e-11 | 3  | 2  |
| --          | --      | --   | --                   | -- | --                | --                     | -- | -- |
| GMM1        | ARGLINB | 1000 | 0.5447375774383545  | 15 | 274.6251671157544  | 6.384484421461821    | 224 | 43  |
| GMM3        | ARGLINB | 1000 | 0.08849954605102539 | 4  | 274.6251695895845  | 0.06070618890225887  | 52  | 4   |
| GMM2        | ARGLINB | 1000 | 0.09938716888427734 | 4  | 274.625171301074   | 1.8334847129881382   | 60  | 4   |
| scipy_lbfgs | ARGLINB | 1000 | 0.2796974182128906  | 5  | 274.6251693463623  | 770.6508791092783    | 55  | 55  |
| scipy_cg    | ARGLINB | 1000 | 0.05986380577087402 | 2  | 274.62516947342493 | 95.4438292235136     | 20  | 8   |
| Hager       | ARGLINB | 1000 | 1.1448640823364258  | 21 | 274.62516926449763 | 0.025375206023454666 | 203 | 221 |
| --          | --      | --   | --                  | -- | --                 | --                   | --  | --  |
| GMM1        | ARGLINC | 1000 | 0.19324803352355957  | 6  | 276.12516959228503    | 3.0562567352317274    | 86  | 16  |
| GMM3        | ARGLINC | 1000 | 0.15132451057434082  | 11 | 276.1251691244695     | 0.06616876344196498   | 76  | 11  |
| GMM2        | ARGLINC | 1000 | 0.1034092903137207   | 4  | 276.12516997692177    | 7.451749136205763     | 63  | 4   |
| scipy_lbfgs | ARGLINC | 1000 | 0.2545804977416992   | 8  | 276.1251693194977     | 34.62865340989083     | 50  | 50  |
| scipy_cg    | ARGLINC | 1000 | 0.040224313735961914 | 1  | 5.597146795226573e+18 | 9.936152582346093e+16 | 9   | 7   |
| Hager       | ARGLINC | 1000 | 1.162201166152954    | 26 | 276.12516945570155    | 0.01700872229412198   | 213 | 242 |
| --          | --      | --   | --                   | -- | --                    | --                    | --  | --  |
| GMM1        | ARGTRIGLS | 1000 | 109.68647408485413 | 2232 | 4.475863186676586e-14  | 9.672216947361751e-07  | 2242 | 6695 |
| GMM3        | ARGTRIGLS | 1000 | 51.784828186035156 | 2950 | 2.0360280111742615e-14 | 7.334163001361962e-07  | 2974 | 2951 |
| GMM2        | ARGTRIGLS | 1000 | 42.786017656326294 | 2185 | 4.867456561949786e-14  | 9.8614441412872e-07    | 6563 | 2186 |
| scipy_lbfgs | ARGTRIGLS | 1000 | 88.7356116771698   | 5000 | 8.519612156586423e-14  | 7.4325359946952645e-06 | 5151 | 5151 |
| scipy_cg    | ARGTRIGLS | 1000 | 128.32455468177795 | 5000 | 1.9164306860318593e-07 | 0.004586245080227535   | 7512 | 7512 |
| Hager       | ARGTRIGLS | 1000 | 43.4263117313385   | 2438 | 1.486837353214719e-14  | 8.98830649021561e-07   | 4877 | 2439 |
| --          | --        | --   | --                 | --   | --                     | --                     | --   | --   |
| GMM1        | BDEXP | 5000 | 0.03198814392089844   | 12 | 0.00024071544035277417 | 7.032385138528513e-07  | 14 | 35 |
| GMM3        | BDEXP | 5000 | 0.022871017456054688  | 17 | 0.00029917743446381955 | 9.681978190404337e-07  | 19 | 18 |
| GMM2        | BDEXP | 5000 | 0.012942314147949219  | 8  | 4.8605232755094125e-06 | 1.5266149550437304e-08 | 24 | 9  |
| scipy_lbfgs | BDEXP | 5000 | 0.024240970611572266  | 19 | 0.00022162920084444016 | 6.629388706434729e-07  | 21 | 21 |
| scipy_cg    | BDEXP | 5000 | 0.04191422462463379   | 8  | 0.0001415485021876134  | 4.3906952072347263e-07 | 46 | 46 |
| Hager       | BDEXP | 5000 | 0.0064656734466552734 | 5  | 0.00011988474883527046 | 3.08400221938132e-07   | 11 | 6  |
| --          | --    | --   | --                    | -- | --                     | --                     | -- | -- |
| GMM1        | BOX | 10000 | 0.04857897758483887 | 6  | -1864.5379265656863 | 6.149319276005372e-09  | 10 | 17 |
| GMM3        | BOX | 10000 | 0.11316418647766113 | 31 | -1864.5379265495567 | 0.0006756818521111985  | 85 | 31 |
| GMM2        | BOX | 10000 | 0.02756476402282715 | 7  | -1864.5379265652978 | 5.0714712429567044e-08 | 25 | 8  |
| scipy_lbfgs | BOX | 10000 | 0.02955937385559082 | 10 | -1864.5379265582594 | 9.830478546191124e-07  | 12 | 12 |
| scipy_cg    | BOX | 10000 | 0.05305051803588867 | 9  | -1864.5379265642966 | 6.348183775317651e-07  | 31 | 21 |
| Hager       | BOX | 10000 | 0.04150724411010742 | 8  | -1864.5379265641543 | 1.668748648153695e-07  | 25 | 19 |
| --          | --  | --    | --                  | -- | --                  | --                     | -- | -- |
| GMM1        | BOXPOWER | 10000 | 0.5327315330505371   | 221  | 3.3847432179730104e-32 | 3.6795331961873267e-16 | 328  | 662  |
| GMM3        | BOXPOWER | 10000 | 5.023302793502808    | 3003 | 2.4487680925348254e-13 | 9.641741758423485e-07  | 5862 | 3004 |
| GMM2        | BOXPOWER | 10000 | 0.3471074104309082   | 205  | 3.475876938647935e-09  | 1.841204966268606e-11  | 697  | 206  |
| scipy_lbfgs | BOXPOWER | 10000 | 0.0907125473022461   | 55   | 1.8017606747197862e-08 | 8.60914729657612e-07   | 65   | 65   |
| scipy_cg    | BOXPOWER | 10000 | 0.08447933197021484  | 28   | 3.347333400362727e-05  | 4.396035219698946e-07  | 100  | 100  |
| Hager       | BOXPOWER | 10000 | 0.025798320770263672 | 23   | 3.6003189457840274e-09 | 2.563677807913958e-08  | 52   | 31   |
| --          | --       | --    | --                   | --   | --                     | --                     | --   | --   |
| GMM1        | BROWNAL | 1000 | 0.2914409637451172   | 23 | 2.3113779290544373e-12 | 3.968814676902355e-08  | 38 | 68 |
| GMM3        | BROWNAL | 1000 | 0.20071864128112793  | 29 | 2.289950209996528e-12  | 6.989557754602226e-07  | 70 | 30 |
| GMM2        | BROWNAL | 1000 | 0.057370662689208984 | 5  | 2.2889807241691332e-12 | 9.922769839844508e-09  | 29 | 6  |
| scipy_lbfgs | BROWNAL | 1000 | 0.08433675765991211  | 13 | 2.289800642046774e-12  | 2.3033755512953263e-07 | 18 | 18 |
| scipy_cg    | BROWNAL | 1000 | 0.06563043594360352  | 3  | 2.2889875436294864e-12 | 1.5568910471941422e-07 | 14 | 14 |
| Hager       | BROWNAL | 1000 | 0.10699176788330078  | 5  | 2.288981471029342e-12  | 9.812681778242904e-09  | 26 | 22 |
| --          | --      | --   | --                   | -- | --                     | --                     | -- | -- |
| GMM1        | BROYDN3DLS | 5000 | 0.07762432098388672  | 31 | 1.0520274324627755e-13 | 9.388620116484233e-07 | 33 | 92 |
